	SRR5712482	SRR5712483	SRR5712484	SRR5712485	SRR5712486	SRR5712487	SRR5712488	SRR5712489	SRR5712490	SRR5712491	SRR5712492	SRR5712493	SRR5712494	SRR5712495	SRR5712496	SRR5712497	SRR5712498	SRR5712499	SRR5712500	SRR5712501	SRR5712502	SRR5712503	SRR5712504	SRR5712505	SRR5712506	SRR5712507	SRR5712508	SRR5712509	SRR5712510	SRR5712511	SRR5712512	SRR5712513	SRR5712516	SRR5712517	SRR5712518	SRR5712519	SRR5712520	SRR5712521	SRR5712522	SRR5712523	SRR5712524	SRR5712525	SRR5712526	SRR5712527	SRR5712528	SRR5712529	SRR5712530	SRR5712531	SRR5712532	SRR5712533	SRR5712534	SRR5712535	SRR5712536
ENSG00000163191.5|mRNA|S100A11|ENSG00000163191.5|ENSG00000163191.5|0|680	-0.057143077239552365	-0.29454690261991184	0.536897277123781	-0.23940284335158388	0.2620645721407588	-0.47778237099838233	-1.2917136661864208	-0.49436387586980146	-0.4992263768535861	-0.8089810773125609	-0.9525012420153764	0.1428065002053263	-1.2109836329267332	0.035001406088965514	-0.06651968031520668	-0.4956280876078465	-0.84485509132886	-0.4844345500946688	-0.9449721604153899	0.06677050453013374	-0.45469732201400564	0.0	-0.15929169282376762	-0.9792774714789575	-0.1729924366521447	-0.4481607443287796	-0.09189064198295199	0.09943886829809497	-1.5257800383740874	-1.549786507760943	-0.1182715030434299	-0.2758817929614936	1.0316145098045497	0.8048899641120257	0.28101302017273533	0.020663405323340073	0.5222176290016176	0.7881550745906054	0.4254773956441042	0.7275434609894841	0.6900254127361319	0.12630281350784872	0.999969670818347	-0.10773102960269762	0.4512684180472539	0.28829144575351584	1.6353057905708834	0.9931563901746207	2.8377581052485974	1.7248076898286926	0.19451401799110307	1.0287963450790198	0.9182046549675174
ENSG00000134308.13|mRNA|YWHAQ|ENSG00000134308.13|ENSG00000134308.13|0|2713	0.0267028027236074	-0.6481409445242929	-0.5254956751244937	-0.2169130760117064	-0.8416367711093288	0.05828865819307807	-0.6458909909600218	-0.3101609032756402	-0.18623993035474692	-1.2044673704436362	-0.8096452964103799	0.5814325973396294	-0.8316333195612247	-0.6274586440824859	0.10062536490218249	-0.3530276301352209	-1.301638985666321	0.21009120502172057	-1.23384454255852	-0.7384686732750766	-0.47016290640628083	0.047347475068165695	-0.3484804545573277	-0.6496326366429234	0.8734747625282683	-0.934973419262071	-0.1844073937718359	-0.5288694299113085	0.05298113031310498	-0.6289139833717551	-0.4379081087395644	0.0	0.9055101382932598	1.261753853251785	-0.42153724730994924	0.11547255958619888	0.6280868076482448	-0.305233183593218	0.16919719787632403	1.0412045992235608	0.9451586714474812	0.4062222248935956	-1.5253144936823677	1.1499619171744875	0.16349577927235598	0.13351882432411732	0.3725413559175141	0.39442625928671743	0.8612937527337368	0.8716234651806777	0.42635245277505823	0.3169661554324495	0.355253214976215
ENSG00000202538.1|snRNA|RNU4-2|ENSG00000202538.1|ENSG00000202538.1|0|141	0.17130818263611264	-1.4640579740589148	-0.3158455146293293	-0.9918292524249046	-0.4807433835041301	-0.3185615651525602	-1.2579240372934264	0.5235285605887555	-0.43691285091085386	0.11014620921448401	-0.24192638823851909	-0.18604501240137689	0.3858989588108855	0.10105696407303427	-0.20475252472693936	0.0	-0.04977690666868945	-0.29857699489067707	-0.16095668709160513	0.22355975263127212	-0.36024373255075237	-0.4968267035182752	-0.10441514012507667	-0.5352366390089337	-1.4585405444513615	-0.8770020568707718	-0.3761275757127214	-0.10877605025106694	-0.0131975254399952	-0.3716165014154712	-0.31838633779402076	-0.4295375950107082	1.465524242815162	0.6639612234864818	1.045904684152165	1.1633813411614329	0.7190178539561976	-0.0020857923813273342	0.6814384348474398	1.3716310846122834	0.947261210914034	0.39791372406588865	1.1868366683190579	1.2631655296142894	1.1823696368872108	1.4061498703018305	0.029744046411341072	0.31181938392410585	1.2117557167097426	0.904434633803785	0.9329175780821958	0.15709589560283116	0.572899850045058
ENSG00000136147.17|mRNA|PHF11|ENSG00000136147.17|ENSG00000136147.17|0|4841	-0.5117145326278413	-0.49814477863963935	-0.37219036800917393	-1.200544945369204	0.032741878397166566	-0.152728566676477	-0.9660297517808154	-0.7618188221308816	0.457832366191641	-1.07730292299696	0.28287832532788826	-0.4405184140735043	-0.13949033275589043	-0.34750165093220287	0.1030546544134143	-0.22067747118660364	0.7245678445552106	-0.4805040011554048	-0.08182327855216429	-0.6477713352118774	-0.40343329829316743	-0.85973569045714	-0.41709462399635083	-0.6476201450327627	-0.4753735713501974	-0.028377226640880205	-0.418935137330843	0.0	-0.6683454675113902	-0.742060984634162	-0.3878312100586375	0.6873088233610412	1.3659957758054633	0.585678411516609	0.38409281460811023	0.8702928796888697	1.3883794917258292	0.18724927779881317	1.168778691733486	0.8126911642033186	1.4694546690284827	0.45003175012675867	0.29987984622992636	0.37273906147442715	0.4268127797922544	0.5594815859264957	1.525744415276846	1.290157140759655	1.5873798022283614	0.15501852187324996	0.19503576123248212	-0.26411138263345657	0.9473860620728125
ENSG00000129250.11|mRNA|KIF1C|ENSG00000129250.11|ENSG00000129250.11|0|8580	-0.037409078466550956	-0.11670377002797515	-0.6227429197390053	-0.18145885755003477	-0.49560542071527636	-0.42073036758245663	-0.7690799247297102	0.2602256393582589	-0.19389195569534523	-0.4171932637788892	-1.0975390959663252	0.14842480796054164	-0.7173527379164402	0.1950652796676785	-1.4252822206672582	-0.4002263052091707	-0.1144575093841903	-0.5394244878306127	0.32720493337036666	-0.684275953657167	0.0	-0.5481712952454043	0.24227130049615747	-0.18199739147928512	-0.5080101588489474	-0.08501713517895997	0.19491743796476885	-0.06295706343337361	-0.4898695919713406	-1.2493636273073474	-1.2595827662859314	-0.5328318848007356	0.5377888847988332	0.8673969712138957	0.8389368335268916	0.32476402296913753	-0.5534170171392909	0.5043945792847236	0.7793897440291869	1.9104877760277463	0.12450112667049962	2.053340778947027	1.599092134973527	0.8152219086799121	0.2883333115268969	0.06361042747421669	2.4133356207037773	0.8826629662372761	1.4404584238684965	0.9622046352003744	0.35437162922554444	0.32613313909735553	1.284428958387846
ENSG00000264940.4|snoRNA|SNORD3C|ENSG00000264940.4|ENSG00000264940.4|0|581	-0.3492584501393519	-0.3746849910570328	-0.10721606431477838	-1.6083995942255194	-0.6777630523432435	-0.5042805145822841	-0.30945282264968654	0.2659056299612013	0.2924140282476593	0.24859612821448315	-0.6822462515158898	0.377753676860228	-0.12897376082202305	-0.5535293421142966	-0.2286239743536562	-0.08204272622046146	0.9222891820216408	-0.10323195927394031	-0.23313983477109076	-0.2390876008131047	0.41937572468194506	-1.0724424049129655	-0.20367873562104036	-0.6151522864519428	-1.7281412776252205	-0.3016042690315278	-0.30821287824048804	-0.003725705735000604	-0.281558888370928	-1.153253736877939	-0.706486153295632	-1.219353570534699	1.7848991664424223	1.246647846188237	0.8742432674991066	0.3906700686580259	0.6905471773503135	0.7106977339435303	0.47684263985319647	1.7273465477043597	0.6055280377880389	1.10697988254479	1.4778722948341165	0.8609120859070466	0.5799549753010589	0.7927635465761438	0.29605048229660913	0.2840250237653241	1.0964781477408463	1.0610305258348007	1.3200085037582157	0.0	0.6699193269425063
hsa_circ_0000160|circRNA|hsa_circ_0000160|hsa_circ_0000160|hsa_circ_0000160|0|600	1.105880886429918	-0.2586494042663386	0.09630010659054894	-0.24183061238723808	-3.1091842822339673	-0.7573045611901611	-1.3319428842380834	0.04247909097748376	0.33331930643708474	-0.5885213248469362	-0.5585157535935613	-0.0546369409526451	-0.3459850854026801	0.012681035088110595	0.28827287224878495	-0.5095159679885934	0.0	-0.7342227820262511	0.6108807552333791	0.5122922436156245	-0.34458727671706274	-0.18187484414824778	-0.5987701192776923	0.00677527838344628	-0.36853179383387397	0.19518001887953615	-0.7728314846211862	-3.4643708679905596	-0.48804760147330223	-0.18496346914456901	-0.09460097570515034	-1.2587575209437971	0.734479414690781	0.04355104307444861	-0.16171678301328551	1.5861538278186267	-0.17470290450468093	0.5119523985266979	0.6616562788866812	0.6448530182045816	0.3983988770588353	-0.7495961916741931	1.1967379717847573	-0.9917194091790137	0.8636608282502072	0.5193051431160935	1.368571765746585	1.492960938237934	0.27053504857592364	0.04508189358681334	0.14247912453178066	-0.3892038189460944	1.1609701786703048
hsa_circ_0012383|circRNA|hsa_circ_0012383|hsa_circ_0012383|hsa_circ_0012383|0|600	0.16267640557527907	-0.17295367843345313	-0.5694741147582009	-0.8483160055942521	-0.11154825756119921	-0.5125498471548618	0.3438253824156854	-0.652781383136744	0.38881638605488417	-0.3056260161855106	0.0	-1.5702805135766633	-1.104516472221982	-1.4300882709373286	-0.8665656964210273	-0.9163403881164309	-0.9180649201051023	-0.18154465188537278	-1.474136347361986	-0.7245040880956871	-0.3882597548645299	0.2186449600967718	-0.7364696929916258	-0.0469830727025688	1.569881159797488	-0.49493688326997765	-0.26884866417237946	-0.1664826622088165	-0.4128762448734408	-0.20980702128410014	0.5931586924036155	-0.20848355975176056	0.027220614267833593	0.1586425395581693	0.37843453647297465	0.5050631167300224	0.4691295140778289	0.8208226334209237	0.48829238173720485	0.32467920894665414	0.9052920243529469	0.5269656892789384	0.21651828344665308	0.5403913702192689	0.909026175945878	-0.041682066406956916	1.1442080706135642	0.5862280835669961	0.6356021302270377	0.9333168569325649	0.4679989968643567	0.614739213657811	0.8382803932667495
hsa_circ_0014859|circRNA|hsa_circ_0014859|hsa_circ_0014859|hsa_circ_0014859|0|506	0.49825409326932396	0.2340114379305819	0.08272535855348477	-0.8184595568449653	-1.7133577212601385	-0.592570300609248	0.2813094239876877	-0.20656418669169005	-0.6060364574461355	-0.5110206277539638	-0.434962363072953	-0.6499309466403924	-0.4561019772007795	-0.9052292817040688	-0.9684038426116217	-1.1878118953419865	0.11690813926897886	0.0	-0.3660424714923573	-0.6318629022774811	-0.8642278337588388	0.1462144880781157	-0.3778807143481044	-0.47257698826118283	-0.6192860931931552	-0.6040761228346263	-0.11516564627664615	-0.5730493103866744	-0.5231379073327789	-0.00850556819412041	-0.29052649360494914	-0.4070307071797894	0.5762541919952874	0.5784889628703676	0.45875350769754464	-0.03138902475823422	0.9337906726113496	0.48889881543036706	0.46454096960254576	0.7695315979077029	0.5699572783360599	0.6070162360945693	0.7375254522283227	1.182162460310408	0.5529552441556356	0.21150180339202598	0.5647690512113606	1.1443402996497878	0.19406739414339977	0.4012230411876416	0.38997710157253	0.2762766974701716	0.4768620926672211
hsa_circ_0104326|circRNA|hsa_circ_0104326|hsa_circ_0104326|hsa_circ_0104326|0|600	0.24963273859121682	-0.04532976820382262	-1.0133991044781985	-0.8330742662432847	-0.18898435216707504	-1.3792185074103986	-0.7762987044501193	-0.7939706736876502	0.5582218813413538	-0.3124300229595547	0.2423454753722103	-0.4492672851168716	-0.4545421623282385	-0.7327769800022212	-1.2505958426633872	-0.794134476025917	-0.8569856556208311	0.09023568789092834	-0.3551943229609817	0.05602099834686746	-0.06747203174577902	-0.050941114721437836	-0.2629392756598693	-0.28607317351341843	-0.7523219395060144	0.4932310391244973	-0.011471364467986868	-0.3017006903469068	-0.5194271460205127	-0.002639522221945472	-0.9680162031212866	-0.05258341377504437	0.49346721802348975	0.388179780541202	0.9236776740100486	0.08484768025411707	0.0	1.1756096966268608	0.8100965828834044	1.3265410223981189	1.2375511708242448	0.7857972842140181	0.7806269454592097	0.6420071530901402	0.08758992992744809	0.040236065721736575	0.7163428397170051	0.8579027291676429	0.5507327148831284	1.6115780445251917	0.28748565437689494	0.7008878069094407	0.37382639684717284
