	SRR5712482	SRR5712483	SRR5712484	SRR5712485	SRR5712486	SRR5712487	SRR5712488	SRR5712489	SRR5712490	SRR5712491	SRR5712492	SRR5712493	SRR5712494	SRR5712495	SRR5712496	SRR5712497	SRR5712498	SRR5712499	SRR5712500	SRR5712501	SRR5712502	SRR5712503	SRR5712504	SRR5712505	SRR5712506	SRR5712507	SRR5712508	SRR5712509	SRR5712510	SRR5712511	SRR5712512	SRR5712513	SRR5714908	SRR5714909	SRR5714910	SRR5714911	SRR5714912	SRR5714913	SRR5714914	SRR5714915	SRR5714916	SRR5714917	SRR5714918	SRR5714919	SRR5714920	SRR5714921
ENSG00000163041.9|mRNA|H3F3A|ENSG00000163041.9|ENSG00000163041.9|0|3146	0.8714909072624161	-0.7319119877888023	0.4349504198165537	-0.9840137437736043	-0.28161200248728735	-1.0508232631238643	-0.952889312749803	-0.16358254659140525	0.19143020912449113	-0.21030867590688548	-0.31797131313362015	0.5411964177626102	0.0011919914755312779	0.2975162785024193	-0.7693029906520465	-0.5233216773893781	0.19697470996225178	-0.42824913811121956	0.028352173082684128	-0.838188884555809	0.6235155971547356	-0.17430740615561177	-0.0011919914755312779	-0.5161233764180958	-0.07965121273341262	-1.2296769307441906	-0.013412912226427872	0.6260676098338137	0.07754535016765675	-0.4122179170660019	-0.18233315593060168	-0.3704882773640853	-0.23365180035492472	0.4646916236838624	1.3576479301305266	0.8594991359410873	0.6483475415151645	0.6593291468737978	0.6481654149800995	1.0135966092840487	-0.1828392859369959	2.0509893973589737	0.8001169642716562	1.005581069903316	0.7391149569591758	0.663362907921157
ENSG00000047849.21|mRNA|MAP4|ENSG00000047849.21|ENSG00000047849.21|0|14943	-0.28023153244776383	-0.7960873331880342	-0.3071097319557289	-0.6496374713956652	-0.8717215004441476	0.4676020299198275	-0.7258047239070359	0.19747954472911433	0.9716799177014686	-0.9789408358170123	-0.9306842940339451	0.6383040798379842	-1.2298552920191754	-0.5117042983799183	-2.068106514202771	-0.7120585965462416	0.39373641208476934	-0.5503592633792648	-0.025096884838822973	-0.0663391470055168	0.05379072699164832	0.025096884838822973	0.6719749169076816	-0.08508731317825133	0.3447108918313915	-0.4916460507733195	0.3677065392139324	-0.05319218579359902	-0.7916339974606736	-0.3879442254143551	-0.8904371386058981	-0.12706005305629706	1.6165300758769572	1.4176408636576598	-0.08787832502778108	0.22860221551126625	1.2041392514018858	0.43441182172280773	0.7849327269727253	0.6793017195345435	0.28601797465905915	0.314020926299021	0.9990919044956752	0.5783768098595907	2.002487448976333	0.31127394214980036
ENSG00000010256.10|mRNA|UQCRC1|ENSG00000010256.10|ENSG00000010256.10|0|3236	0.07710005218538199	-0.4112100258473195	0.3734792076894279	0.0754742186117156	-0.5322068982668887	-0.45412451620698663	1.165305768718674	-0.228998451036278	-0.537426735029477	-0.19082739113336453	-0.21267773798199344	0.9257263953660592	-0.688298071618481	0.29747161025171276	-0.5949884368581988	-0.7591070767990413	-1.7655418765388917	-0.17748317748431094	0.276946662071883	-1.214012810737535	-0.11607547475573479	0.32293540439448976	-0.3834170182116209	-0.3399720989890171	0.19048026889604552	-0.18378051726528336	0.5960718889037155	0.15067455173125022	-1.4023229091555283	-0.32316553131137365	-0.7291670595198345	-0.4910878336682507	-0.7072607964968998	-0.07547421861171545	0.6371031152791908	0.4327795832195687	0.577669238847467	0.6969991355444977	0.19704759194394234	2.4946412095604193	0.4934087089893196	1.3564366585983556	1.250265997909997	0.7111840207911874	1.341298404039803	0.8132242811559474
ENSG00000114737.15|mRNA|CISH|ENSG00000114737.15|ENSG00000114737.15|0|5112	-0.9200814640626336	-1.1386015438381887	-0.7440529666704799	0.12814671476390418	0.003283668893912574	0.1622317915219934	-0.2742780135581812	1.0560342052868343	0.20477374944897972	-0.18473733845294002	0.3496075761906405	-0.24918046770775712	-1.3907090254685166	-1.5299270947220476	-0.7446343658361649	-0.015597246368210221	-0.4889510020416587	0.6799397358600421	-1.3904281808994554	-0.22401061390553556	-0.6911592931685603	0.45495906694160293	-0.595025384732043	-0.0655659452003987	-0.4976251987653184	-0.04727023760341921	0.11338304009477056	0.20854507045928553	0.010181301795733002	-1.809103581150997	-0.2268037502821348	-1.4785203857976303	-0.003283668893912574	2.2355414431543084	-0.4623394147344755	0.8989187340347297	1.7813434395733363	0.19817163122636597	0.7297351025852942	0.6160981348284528	1.7511010455436486	0.8401040111793291	0.8904177013975513	0.2745808892604283	0.9524751816063443	0.5210714449069279
ENSG00000164111.14|mRNA|ANXA5|ENSG00000164111.14|ENSG00000164111.14|0|3034	0.08861260185297544	-0.049108151035046003	0.02161532668833594	-0.7295439719421309	-0.3282997657561705	0.09208440863513633	-1.0236784127761056	-0.13743775595647104	0.31738189723666904	-0.39517210762141824	-0.9224842269501841	-0.5585587257840571	-0.2237278873279422	0.4650921179077103	-0.4057981857397787	-0.5177711504846484	-1.3838174270479005	-0.8327593646421344	-0.4317411746031437	-0.02161532668833594	-0.678085880837214	-0.3676818107607037	0.09008578055326893	-0.5689754204332157	0.41127631844004825	-0.9439257507021339	0.10012953808719913	0.03196079058315944	-0.47665329828132547	-1.14660129227514	-1.2380649583292136	-1.0641760670243137	1.179418473384929	1.0064380454556972	1.2925227463819	1.1201635027159829	0.26491950794748825	0.6769262665082139	0.3757965388513852	0.8225081850127921	0.5546730229910309	0.887179085344741	0.8795692652026621	0.35542840883679655	0.8264067889322781	0.9758682421397192
ENSG00000130429.12|mRNA|ARPC1B|ENSG00000130429.12|ENSG00000130429.12|0|3979	1.0967746140294328	-0.8781606054263872	-0.38834279246102604	0.07304110867328939	0.09020248684170575	-0.6208776718916431	-0.18041205682601266	0.8473429960422714	-1.0234415525463663	-0.3224857774574788	-0.02179883040319658	-0.8895049521878358	-0.30986533719418635	-0.022810391628827316	-0.8954032444360117	-0.0516895405496587	0.2556306415080703	0.4088898254213499	-0.5144229283734412	-0.20921256462655569	0.4193134625090665	-0.11717230703151689	0.5447565228846916	-0.3463283295079954	0.021798830403203115	0.9185550485088813	0.5371775392500003	-0.13087574209054803	-0.5742005983024304	-0.856183412280292	-0.8221554794594096	-0.31305881517618395	0.7249091098555561	0.8369869550178689	0.8309545861089889	0.07696730467588449	0.14498473528558498	-0.0866479628076461	-0.024822992619967992	1.590853858758949	1.6875275488439188	0.8129407164845517	1.1919230664982772	1.5039117524143675	1.2750564228163377	0.21655958325180186
ENSG00000241978.9|mRNA|AKAP2|ENSG00000241978.9|ENSG00000241978.9|0|7862	-0.022030228272375038	-0.7131877301313545	-1.2386159203306548	0.2717007344512577	-0.21989689605851476	-1.1476381864459102	-1.1488467902318042	-0.047257358087382566	0.5557123458383513	-0.9651453271803467	-0.3675441776317125	0.02203022827237004	-0.4462812980470649	0.20063839868064795	-1.932581079477703	-0.4236532277338519	1.0449670935741384	0.10587536124571488	-0.12075884219521009	-0.3788666519035892	-0.25368397781647073	-0.15529231597426812	0.578952671190106	0.08748123264476075	0.2981516964014324	-0.6810254442961136	-1.134297976154031	-0.08310962819182217	0.6237234262316025	-0.5070149824062659	-0.7767472010652611	0.18746160607991055	1.6809375121417036	1.4624749496805654	1.3382729238308804	1.1862984690022709	-0.36738115637705715	0.4502003646742446	1.4100377275769096	0.2620496553200018	0.8738326248299134	-0.35478758217988177	0.5904069979015781	1.473439812128682	1.14334304352308	0.6633353639571216
ENSG00000152778.8|mRNA|IFIT5|ENSG00000152778.8|ENSG00000152778.8|0|4015	-0.8717376538968794	-0.5045121650479852	-0.4974721102769176	-0.9021542105225265	-0.00562421498323163	-0.8941098415687825	-2.3326087407864753	0.004476867025987184	-0.1292519659193304	-1.1046277046416786	0.043211403569033434	-0.9250788423770308	0.5505092668721256	-0.9927916952083004	0.4536338209005251	-0.20321262166011062	1.0862807125309535	-0.22766818178575146	0.5333058782959593	-0.04274799588343755	0.16146077489519925	0.032977993772395395	0.20856937451417723	-0.004476867025987184	-0.25823630139819864	-1.840017888592273	-0.081855956115381	-0.5783182801846546	1.110119320032344	0.4524901569026029	1.1987443829911528	-0.256706007923938	1.1802617973693057	0.7550119924448495	-0.32274999025691176	1.4936542932999313	-0.9917574697415279	1.146423782999802	1.7256135282556322	1.698894017997768	0.2452707883911205	-0.18904244884033977	0.5268211102604831	0.14615321218124044	0.8827505960057709	0.6792240268509943
ENSG00000198959.11|mRNA|TGM2|ENSG00000198959.11|ENSG00000198959.11|0|8036	-0.5801736514373595	0.08339299810236024	-1.6121353416793178	0.4163346371313315	0.0020304089556884976	-0.027559775604982666	-1.3233222999934302	-0.1368876411774068	0.24182266829647414	-0.2595131180019921	-0.63097751470116	-0.23979773890107217	-0.16913453401732959	-0.41661074665021575	-1.0709349127329353	0.5374096996179822	0.2619310569044582	-0.06325403371171291	0.2339150320758443	-0.5452218146119322	-0.002030408955687828	0.05708733231664905	-0.995402983904612	1.124102120881938	-0.36611056685740767	-0.28552573680810245	-0.1516829093983555	-0.35692931213920015	-0.25497534847912307	-0.4363566981207335	-0.3849602201624719	0.16229500704833635	1.1938005566008214	-0.03909340200839883	0.8214560173824863	1.3797018909158127	0.7121062749079407	0.646698824948316	0.6203824248702163	1.9108340225988976	0.8589060789441112	0.6656625006086602	1.5379450257519196	1.0380223557504429	1.312197725919972	0.8263309761341597
hsa_circ_0000038|circRNA|hsa_circ_0000038|hsa_circ_0000038|hsa_circ_0000038|0|600	0.4514423440700501	-0.025780599002536955	0.36946093620933296	0.39347680199537266	0.5279410740964251	-0.24280499108230358	-0.5753226252184711	0.07176200976635079	0.22201925443341616	-0.28996304667811823	0.0712832240034135	0.8918983797828678	-2.791082455349864	-0.22427251592042372	-0.8514988644510187	-0.6055810905664171	0.2573349677860448	-0.3110273745492845	-1.1230901012621046	-0.7933790880281181	0.2444907094158783	-0.8005971956088929	0.40440705848689906	-0.2615160758856288	-0.36672556111619603	-0.7299218371574516	-0.43410443358184486	0.5294784238417557	-0.7818690157760486	-0.09625163796159358	-0.06516413817512212	-0.6675200427660023	0.6436286327726373	1.0120449811431902	-0.5152980336475363	1.0354046458943196	1.0451476389829117	-2.512369716617484	1.3102335550209392	1.252165598653469	-0.9193065779352638	0.28625161725209286	1.206745256040562	0.812353937855916	0.3283935023436796	0.025780599002536955
