	SRR5712482	SRR5712483	SRR5712484	SRR5712485	SRR5712486	SRR5712487	SRR5712488	SRR5712489	SRR5712490	SRR5712491	SRR5712492	SRR5712493	SRR5712494	SRR5712495	SRR5712496	SRR5712497	SRR5712498	SRR5712499	SRR5712500	SRR5712501	SRR5712502	SRR5712503	SRR5712504	SRR5712505	SRR5712506	SRR5712507	SRR5712508	SRR5712509	SRR5712510	SRR5712511	SRR5712512	SRR5712513	SRR5714908	SRR5714909	SRR5714910	SRR5714911	SRR5714912	SRR5714913	SRR5714914	SRR5714915	SRR5714916	SRR5714917	SRR5714918	SRR5714919	SRR5714920	SRR5714921
ENSG00000142961.14|mRNA|MOB3C|ENSG00000142961.14|ENSG00000142961.14|0|5916	0.04377055768054626	1.1352204503436805	-0.15443465723801778	0.8860375836129207	-0.05592235078886369	0.6045288291132598	1.8501075327782932	-0.027275529847736305	0.7505456450845981	1.0652665157417458	0.9466837826452001	-2.3095656471292383	-0.04336021224149177	0.011088028784919992	0.5973935590407569	-0.572955649171882	-0.4167044925794079	1.1248853554908984	-0.011088028784919992	1.147245320739872	0.3758204731895446	-0.2717263581653027	1.565833091033417	1.026044505893413	-0.24240613104142872	0.5246722314914405	0.30477312644417404	-0.3067367544870646	-0.6594662917809149	1.1826468633092735	-0.2163285501773713	0.6081871642829846	0.5555011282052801	-1.0324442587438174	-0.9239081776804706	0.46785809116575855	-2.2758733155956135	-1.0816763568299785	-0.39657184576931737	-0.28319718629955354	-1.567715306264938	0.5032967055654041	-0.3811941407298344	-1.1694796114329742	0.01703204149424712	-1.1865055843131769
ENSG00000158710.14|mRNA|TAGLN2|ENSG00000158710.14|ENSG00000158710.14|0|2487	0.2866607079109326	0.17145473467495298	0.41498951659804595	-0.840540684243658	-0.5059010634891763	-0.7107138505124058	0.18271623371198895	-1.2917180385052862	0.31613676857781436	-0.42449781492727506	0.7547996269847804	0.6421508675934233	-0.35131041873764535	0.030924758721032383	-0.7195445027825316	-0.37258754491581825	0.43135610613263803	-0.3077420338034427	-0.2779410066846474	-0.030924758721038954	-1.100306287339795	0.13265942634870523	-0.5149377348963176	-0.321972013982216	-0.865847493731211	-0.25810070378546585	0.06642489213990868	0.17963603214427495	-0.7548279103346945	-1.1472534402486656	0.6144899969536591	1.0348752133325847	0.5104490194413889	-0.7406086463028009	1.2077000385956558	0.7102109092921861	0.7472701885606284	-0.19392646890776882	0.7501768509847564	0.6631722933358191	-0.313006179192116	2.2391063427019615	-0.3371078261680307	1.4173283789795608	-0.16632336522146984	0.9781081226665022
ENSG00000158796.16|mRNA|DEDD|ENSG00000158796.16|ENSG00000158796.16|0|2821	0.3693268254452897	-0.21473464252566254	0.00934795816350766	1.517847812897432	-0.6964629264167944	-0.20147788868030503	0.0238392933141027	-0.6196395678853501	-1.4959075741912573	0.4942120570823179	1.1708827767720082	-2.6630653702597913	-0.7092601660782895	-0.44639831923809703	-2.157513922551783	-0.36172965263472584	-0.41935515771636817	-0.26384430820331184	-0.030258128686884076	0.04068917406761407	-0.7302100605764137	0.013034280788856442	-0.00934795816350489	0.27771581249314836	-1.0284890356904979	-0.3867050587485625	0.5594421252099293	-0.775097415012542	0.3851643738600629	-0.25517498246850895	-0.8586982082257362	0.11809027672207933	0.6809062471643783	-1.234089691642847	1.348378156709965	0.12450685023065781	0.3658718651832538	0.5909317771418893	0.9505949053637089	-1.2512295252111376	1.1540248947793732	0.3216033853236946	0.5175000899917263	0.4365062010819309	-0.27621388400623276	0.7337001759705405
ENSG00000127920.5|mRNA|GNG11|ENSG00000127920.5|ENSG00000127920.5|0|3055	0.613737526806471	-0.14940739826049093	-0.506058080760176	1.8694036470486715	-0.34260191637392284	-0.10327778788021404	-0.8046489796241467	0.4132129465046634	0.47295408317467297	-0.04730424518966594	0.3505771825138046	0.07275396229315963	-0.231456962920669	1.5734599830833622	-1.2346066052346596	-0.11874535558634772	0.426682643078722	0.6036727058772031	0.41137093971044514	0.4436084663836968	-0.5691513545269294	0.21612330702524454	0.05660915036739602	-0.6760365164594936	0.569071780866933	0.27463981855081965	0.37769433025984106	1.2476989397997824	1.3648383253970808	-0.3490232159343746	-0.5791959232440812	0.9747541163702657	-1.361799550057729	0.30018008402968593	1.2113757095525195	-0.12505702978134126	-1.194695177107971	-1.0907428702607949	0.2154655284426063	-0.675844094104926	-0.20370385640206612	-1.9745490830536763	-0.9289813357527847	-0.918024308235775	-1.5876732414304215	0.04730424518966472
ENSG00000105974.11|mRNA|CAV1|ENSG00000105974.11|ENSG00000105974.11|0|4082	-0.005251774852242285	-0.16128656170212438	-0.6743212438707441	0.005251774852243146	-0.3549199396722206	0.12900160207705194	-0.6737057888635323	0.12862705047175976	1.09497957486403	0.6637593736783677	-1.209224189187086	0.49386322777234865	-0.4878182917662587	-0.23578744132684873	-1.8790685057464063	-0.3742573548920361	-0.3205905368931592	-0.4471723315081799	0.9326547097299597	-0.4885655117642056	-0.20305857422731483	1.946027057428032	0.5677281396863341	0.6030586131052	-0.3918437744293354	-0.030178039969101653	0.09789575250163754	-1.5244430287599786	0.5650713594167812	-0.331914740436809	-1.9106307427579483	0.2703641773991883	0.7018701513424725	-0.6360724024738715	0.6157175695715851	0.7719916923505961	2.144683940718997	-0.6941649888271225	-0.24094063037905647	-0.05358161299642583	1.2941234508222692	0.3305111465628471	2.21707157204528	1.8715297756520537	2.447289454747664	0.36284615210286797
ENSG00000167996.15|mRNA|FTH1|ENSG00000167996.15|ENSG00000167996.15|0|2030	0.42262067529077163	-0.4509629650344499	0.31896324990691816	0.05828154345014878	0.2910813342573357	-0.6005161424354855	-1.1705370245558415	-0.18383754219787526	-0.5489824138373482	-0.7790108251695218	-0.221251853777051	0.38160713298388055	-0.9211858924875307	0.4352257627318058	-0.6013224158788173	-0.39830277119048907	0.37988175927450046	-0.8981451508067646	-0.4539410835402127	-0.10414474549657222	-0.1938834829292443	-1.3898241505751707	-0.6642258611644557	-1.1356646126083705	-0.6024549445906606	-0.02183816729657701	0.012379237726209157	0.2752958104863291	1.0404652426506107	-1.5465435379459131	-0.08650841906557677	-0.012379237726209157	0.28678796905906717	0.3114545734801273	2.739686449608347	1.0548469854779206	1.0925351889181751	0.13294835090646553	2.953614528812285	2.4772296547555164	-0.6751205843266614	0.3440810203692862	0.7980094260264455	1.2396310725131765	1.7151533799827945	1.3355551107097985
ENSG00000136147.17|mRNA|PHF11|ENSG00000136147.17|ENSG00000136147.17|0|4841	-0.4216174761915664	-0.4040142677267972	-0.24062134628452705	-1.3151948662386985	0.2846723881336142	0.0440729703753068	-1.0109727083070723	-0.7460624108516053	0.8361161710896271	-1.1553205595029568	0.6091590386496413	-0.32925912408849517	0.06124611821660687	-0.20859418987391817	0.3758848342123534	-0.04407297037530666	1.1821357256568052	-0.3811299705018383	0.13605404602280877	-0.5981156102785262	-0.28115088096272056	-0.8730839505835033	-0.29887287978947386	-0.5979194805444795	-0.37447457900001363	0.20538632678716096	-0.3012604647034982	0.24219836012584378	-0.6248051685538604	-0.7204317816913288	-0.2609112500956511	1.133801885718037	0.2685450632576738	2.0285257758688116	0.7300963333262183	1.9759604932485095	-0.6843474600814119	-0.24983900527701094	1.311575094923066	0.5853687870690836	0.6071528130828951	1.2488332707704057	0.1355101935221226	0.12068398205510547	0.6720677671868679	0.6347881667064409
ENSG00000105193.8|mRNA|RPS16|ENSG00000105193.8|ENSG00000105193.8|0|2603	-0.05567311191722444	0.45755174551161465	-0.3738300036225882	0.18247100187856202	0.07384510399747132	-0.6608883078494312	-0.33021816633785084	-0.4520691472080694	0.06978390244388413	0.6056705572396316	-0.7784451664868713	0.30420780786658247	-0.6405972894969204	0.4618089382684385	-0.27964799065085116	0.2717740637770333	-0.16689621552302952	0.2919649140404022	1.2580130693124998	2.030744366655435	0.8968902211513706	-1.0026169360173078	-0.14694026101977056	-0.546229342109287	0.05567311191722444	0.830440825618742	0.3273333247933984	0.6600202895021074	0.741596637613873	-0.49780791686813264	0.19380614233685067	0.47061700015998975	0.6666757055189078	-1.1412674054657455	0.1539399576734421	-1.2502837674163783	-1.3587344845062521	-0.8246339312388129	1.1730389337388962	-0.9947213429384002	-2.019280304737511	-0.46972074178634254	-0.5845940321874951	0.20814327679065814	-0.8119455001222082	-0.5427167399801984
ENSG00000124207.16|mRNA|CSE1L|ENSG00000124207.16|ENSG00000124207.16|0|3800	0.02293607974081433	-0.1354238265747902	-0.45401737099811446	-0.6750404570152606	-0.8930117250119941	0.2650559330584655	-0.3066440058088029	-0.35056095427777256	-0.19719117401600417	-0.5022148366930806	-0.8817782565576187	-1.3302730772520703	-0.26546720476669056	-0.8155870219012894	0.1339243474367441	0.4245805783778269	-0.09381582598982098	0.01834718368041817	0.5051368623528889	0.5389197348821375	-0.6755861854881894	-0.2481990240283011	-0.7625596871464836	0.5416617163135152	0.29011754717010735	0.3833324826499372	-0.15402688277817467	-0.669027522983229	-0.737860809512017	-0.21537455662268531	-1.7232657845864847	0.5152369661608794	0.819053002931886	-0.002973601487647834	-0.5890659759847229	1.065938290101309	0.227713051569354	0.5607227346652938	1.2434104496663922	0.8815398752291054	0.002973601487649812	0.5114004188565816	0.8745049724961584	0.8915787366315994	1.6433938693945687	0.166570836307874
hsa_circ_0051906|circRNA|hsa_circ_0051906|hsa_circ_0051906|hsa_circ_0051906|0|600	0.9511658628036376	0.9719324047771054	0.037972679936357584	0.6055334596027124	0.6047990675644231	-0.8146328828003372	0.5420067017332483	-0.11732584104280629	0.36747465742294494	1.1010485603181348	0.5196435305512977	0.15404806986898362	0.5133382950121113	-1.189746983422776	-0.4954837168518765	-0.8842538639809392	-0.32773680051757637	0.8444176213626468	-0.005633856791176608	-0.1928697354907961	0.21666640461659345	0.5087730907370634	-0.038468123362449265	0.31308081187411196	0.985570969809461	0.353545526058449	0.8696385818436713	-0.11488304811221067	0.0721618425107305	0.005633856791176608	0.08660395016312944	0.30967876574118297	-0.6367551689694932	-0.7037683080406236	-0.21269504239951376	-0.6997545251203959	-0.9854612260985373	-0.4288640803558388	-1.8295662791345328	-2.4043218921015654	0.5140502129099731	-0.46116379468879154	-0.2756627527826882	-0.5839060054755469	-0.4647608736709731	-1.032421867608799
