	SRR5712482	SRR5712483	SRR5712484	SRR5712485	SRR5712486	SRR5712487	SRR5712488	SRR5712489	SRR5712490	SRR5712491	SRR5712492	SRR5712493	SRR5712494	SRR5712495	SRR5712496	SRR5712497	SRR5712498	SRR5712499	SRR5712500	SRR5712501	SRR5712502	SRR5712503	SRR5712504	SRR5712505	SRR5712506	SRR5712507	SRR5712508	SRR5712509	SRR5712510	SRR5712511	SRR5712512	SRR5712513	SRR5687235	SRR5687236	SRR5687237	SRR5687238	SRR5687239	SRR5687240	SRR5687241	SRR5687242	SRR5687243	SRR5687244	SRR5687245	SRR5687246
ENSG00000207005.1|snRNA|RNU1-2|ENSG00000207005.1|ENSG00000207005.1|0|164	0.00010377163002271	-0.18364801800859207	-1.536547567285373	-1.0512187674258446	-0.01960210354561317	-0.9671346610072286	-1.0506280764876825	-0.08815491380672208	0.3340635823853164	0.4348025275929561	0.23494508584598267	0.23922358989458078	-0.1706367187298196	-0.3868354891273569	-0.29108469893110994	0.07869707115445704	1.091267646559053	-0.5261852542231581	0.007654868498890214	-0.9129317236539289	-0.1487533998865162	-1.040205924294045	-0.00010377163002271	-0.6081561530997397	-1.5936160975702038	-0.31522745879002734	-0.5525841940240419	0.9421967505996607	-0.3609700914417501	0.06319927950508622	-0.4842202509846243	-0.29547917243406263	0.8846429046174911	1.3368189087683597	0.35054195313191455	0.49021012567193495	2.1767798880606906	1.2158865805121424	1.5091906942423559	1.42625117804222	2.0863027424649148	1.1306122483639702	3.446817473293805	0.48624988538630814
ENSG00000270103.3|lncRNA|AL360012.1|ENSG00000270103.3|ENSG00000270103.3|0|131	-0.6655933856000753	-0.10534570393773729	0.17074002191441245	-0.3511010436631738	-0.18530857725967012	-0.10340886746688827	-0.46128447133720646	0.7435846675011346	-0.45338491035347644	-0.000347571986782777	-0.41938814093620125	0.7027823151226364	-0.043694059507265834	0.000347571986782777	-0.8619492015933111	0.2825178831232328	0.02209200006931088	0.14105965189118302	-0.2081589097303301	-0.2522430791880603	-0.24396893066818337	-0.8934606256050548	-0.1812007424439075	-0.33259028545810976	-0.07785980461868416	-0.2365148772800044	-0.7903512711655298	0.3520642002474605	0.13552367128713916	-1.0398490961392912	0.12093610559198037	-0.1468229039349647	1.1675433164934705	1.1125300675039127	0.48656072477956797	0.9648581435561262	0.7850961263039832	1.0648787592132156	1.4543541709407422	1.5729786350633854	1.3620565389190937	1.2522431618739658	1.5743608054008924	1.0971092232374735
ENSG00000274978.1|snRNA|RNU11|ENSG00000274978.1|ENSG00000274978.1|0|134	-0.6655933856000753	-0.10534570393773729	0.17074002191441245	-0.3511010436631738	-0.18530857725967012	-0.10340886746688827	-0.46128447133720646	0.7435846675011346	-0.45338491035347644	-0.000347571986782777	-0.41938814093620125	0.7027823151226364	-0.043694059507265834	0.000347571986782777	-0.8619492015933111	0.2825178831232328	0.02209200006931088	0.14105965189118302	-0.2081589097303301	-0.2522430791880603	-0.24396893066818337	-0.8934606256050548	-0.1812007424439075	-0.33259028545810976	-0.07785980461868416	-0.2365148772800044	-0.7903512711655298	0.3520642002474605	0.13552367128713916	-1.0398490961392912	0.12093610559198037	-0.1468229039349647	1.1675433164934705	1.1125300675039127	0.48656072477956797	0.9648581435561262	0.7850961263039832	1.0648787592132156	1.4543541709407422	1.5729786350633854	1.3620565389190937	1.2522431618739658	1.5743608054008924	1.0971092232374735
ENSG00000184007.18|mRNA|PTP4A2|ENSG00000184007.18|ENSG00000184007.18|0|6267	-0.17695094953366544	-0.07304160730800399	-0.8818789974152241	-0.2563763228708536	-0.17265602945038713	-0.17289400417956322	-0.9283589379514803	-0.15499428961850914	-0.6784146947364514	-0.6353275085550242	0.20220721331717445	-0.497361042757224	0.7024252248226328	0.8786119000663355	0.06732046723669818	-0.437515705584175	0.2885519220064661	0.3163399091389598	-0.4668280620534411	-0.3172613157985888	-1.294468248992311	-0.879918754185113	0.3364345702691813	0.240335814591859	-0.06732046723670661	-0.13669188955983022	-0.48291236819932687	0.20366475714626875	-0.15116380639163407	0.318963104414417	-0.4284753531136827	-0.39081741067177683	0.5798712355390373	1.2437274992464595	1.273190445116295	0.49452757662053476	0.3423337696832316	1.2810305785135385	1.1303523529537558	0.6594587082538835	0.7952855288672213	0.9774833531972387	0.8198146548389896	0.6912547929643895
ENSG00000164587.11|mRNA|RPS14|ENSG00000164587.11|ENSG00000164587.11|0|4544	-0.5011945334523138	-0.07327784924703082	0.1270137994386201	0.8464254995077322	-0.28460280828403867	0.024472611491121087	1.2074063401938544	0.0877888275542956	-0.037773398786260265	0.5391171500831142	-0.2173743849811953	-0.024472611491121087	-0.5149272851181442	0.46709329812965	-0.3767167640327167	-0.468534216213119	0.6042046736586302	0.23789024215353546	0.8870308405150343	1.8394510973267992	0.6538135046354069	0.2949657638692581	0.24266146940289188	0.5155668913177355	0.37913998470262966	0.6520265358128716	0.7005178091957723	0.2570247397164619	0.6547260689452851	-0.42264208111085005	1.3112162401235299	0.5277250630591527	-0.34627243252442397	-0.8381064123582396	-2.050106091618584	-0.4173397259349973	-0.9336929416968	-2.5114293210325824	-0.4721050121000742	-1.3083193924582055	-0.6809409855818541	-1.5848761782508411	-0.2874033958717557	-0.7701844928876134
ENSG00000200314.1|Y_RNA|Y_RNA|ENSG00000200314.1|ENSG00000200314.1|0|102	-2.587791364946374	-2.1001864352967528	0.014650111265298128	-0.7990622136417874	0.019730749507488283	-1.1356926932408387	-0.20418927302500733	0.5573489785516257	0.4139141087221116	-0.2081196762819503	-0.10378472059234721	0.17353178023819688	-1.6557646422116161	0.0047512990674920905	-1.6105675409576403	0.410956874451321	-0.8855045683248745	-0.09366878699232986	-0.2466686264202777	-0.7403542800534973	-0.5011713327693823	0.04979709576477962	-1.0972950028765986	-0.0071122485534023125	-1.2565152809418005	-0.4481324930052863	-0.6775649618138793	0.474494460543942	-0.28546711442945455	-0.3002291257452503	0.2520744809951373	0.4456740352328731	0.5774418930912706	1.4120709198795949	0.49229633087497765	1.154274077405074	0.505972002614507	-0.0047512990674920905	0.4541096658833196	0.2778016149916475	0.9312052244814877	0.9888426061808099	1.242557362442348	0.4565920422280183
ENSG00000222328.1|snRNA|RNU2-2P|ENSG00000222328.1|ENSG00000222328.1|0|191	-1.6078393483437683	-0.3240961799886092	-1.4158087369648202	-2.389911868907565	0.08166696203609074	0.36559182851082095	-1.2035822664136755	-0.4322071752208509	-0.11287567630567948	0.4842056877945131	0.028933458070050225	-0.03777214108854624	0.6928554891821376	-0.3877840145899331	-0.4194902006077781	-0.3659245753318951	0.14126766019841933	0.1458936101246677	0.13207093108579476	-0.06737284926109964	-0.8785873748756889	-0.8367643209775966	-0.8708113303662586	-0.7154649384002107	-0.3776479410273793	0.19769108548955186	-0.6693862460361075	0.32338947853810895	-0.9521564424550344	-1.1779642774552974	-0.028933458070050225	-0.14358064281428365	1.8601313137628661	1.4447361238409508	0.14528853366483754	0.9393442224356537	0.5813751649177991	1.2313664173763315	1.6464714406786252	0.7488825912489216	1.3926282777555845	1.8304787283475752	2.5665564743807017	0.4694394306036278
ENSG00000202538.1|snRNA|RNU4-2|ENSG00000202538.1|ENSG00000202538.1|0|141	0.3090079121270515	-1.509395153855285	-0.23267003142434325	-0.9843126506196872	-0.41602394828775113	-0.2356900734978487	-1.2801898587090954	0.7006502440589476	-0.36728772213744115	0.24100043897731815	-0.150477572253347	-0.08834172289779477	0.547616570946512	0.23089388812018222	-0.10914305697850793	0.11852621280969126	0.0631780699299428	-0.2134687479018803	-0.06044540898859185	0.36710769283524886	-0.28203748058057726	-0.43390737965580684	0.0024245005655491618	-0.47661631317168013	-1.503260190823524	-0.8566335228604554	-0.29969910882637524	-0.0024245005655491618	0.10385156601868364	-0.2946831365320901	-0.23549523397233474	-0.3590869972500359	1.3166849399834608	1.745661525384631	0.7143007494005126	1.492260848531417	1.8915277610891592	2.114719217933434	1.1821512398926841	0.6071918338300085	1.552966062480279	1.600228626283582	2.228270425816958	1.0888000643771045
ENSG00000166128.12|mRNA|RAB8B|ENSG00000166128.12|ENSG00000166128.12|0|5200	0.16530956083027556	0.0633482846260839	-1.089668147456278	-0.01921742495768386	0.07923742930313969	-0.06995938788648674	-1.0627111831099665	0.40531946933663554	-0.9412795735868089	0.12413830655260405	0.5561912495656148	-0.8840517590149967	-0.3609574616772444	-0.6314968597652078	0.6047639259441817	-0.24446776473462062	-0.15366062948943962	-0.09083071081938161	-0.9576091823263366	-0.283309699182315	-0.5664082864195668	-0.3649045999465608	-0.19003980064382026	-0.34504618989462876	-0.44574427697150554	0.019217424957681358	-0.915185745815611	-0.931644275921094	0.1322648619667036	-0.6499404524701706	0.1138792417089208	-0.7310033875281599	0.513389211033431	0.6880021970139499	0.7630330221841797	0.6299687193588936	0.8491677822302948	0.8326336109152501	0.7068903568961629	0.4759947868629966	0.48590665634264774	0.6937571381831376	1.3877347490051475	0.5623502647779631
ENSG00000128245.14|mRNA|YWHAH|ENSG00000128245.14|ENSG00000128245.14|0|2453	-0.012695539744641554	-0.30952755880054134	1.242298569413873	-0.95498444968112	-0.7838114536422754	-1.2960172667912908	-0.16810580295909017	-0.1442183662063844	-0.26526162927229524	-0.5382155261868082	-0.17351506606610856	0.7535482517085881	0.26667360276136326	0.1164515101433881	-0.4804478135833455	-0.042154369092290124	-1.1532326332044642	0.08050864367794554	-0.2562642018113355	-0.6872386038074675	-0.41277387179289365	0.18560921223654664	-0.2568197384592996	0.3225605422052641	-0.23274858852840052	-0.8337261232413578	0.44218572661538547	0.012695539744635723	-0.2726633143545472	-0.7549322680668106	-0.7610362519135963	0.20224181856959417	0.622729065793937	1.1167140269954718	1.5912497667396583	1.0122130541575802	0.6499429754125557	0.5810152839573562	0.708814525567815	0.9232700157275491	1.784971609665571	0.8903655475269961	0.855768778413411	1.237925861396082
